"type","part","municipality","year","value"
"Procent","Uuddannet","Lemvig","2013",25.74
"Procent","Uuddannet","Lemvig","2014",25.16
"Procent","Uuddannet","Lemvig","2015",24.79
"Procent","Uuddannet","Lemvig","2016",24.15
"Procent","Uuddannet","Lemvig","2017",23.60
"Procent","Uuddannet","Lolland","2008",34.79
"Procent","Uuddannet","Lolland","2009",34.49
"Procent","Uuddannet","Lolland","2010",33.91
"Procent","Uuddannet","Lolland","2011",33.70
"Procent","Uuddannet","Lolland","2012",33.39
"Procent","Uuddannet","Lolland","2013",33.33
"Procent","Uuddannet","Lolland","2014",33.06
"Procent","Uuddannet","Lolland","2015",32.65
"Procent","Uuddannet","Lolland","2016",32.08
"Procent","Uuddannet","Lolland","2017",32.03
"Procent","Uuddannet","Lyngby-Taarbæk","2008",13.44
"Procent","Uuddannet","Lyngby-Taarbæk","2009",13.35
"Procent","Uuddannet","Lyngby-Taarbæk","2010",13.02
"Procent","Uuddannet","Lyngby-Taarbæk","2011",12.58
"Procent","Uuddannet","Lyngby-Taarbæk","2012",12.60
"Procent","Uuddannet","Lyngby-Taarbæk","2013",12.21
"Procent","Uuddannet","Lyngby-Taarbæk","2014",11.96
"Procent","Uuddannet","Lyngby-Taarbæk","2015",11.13
"Procent","Uuddannet","Lyngby-Taarbæk","2016",10.69
"Procent","Uuddannet","Lyngby-Taarbæk","2017",10.60
"Procent","Uuddannet","Læsø","2008",34.90
"Procent","Uuddannet","Læsø","2009",33.96
"Procent","Uuddannet","Læsø","2010",34.28
"Procent","Uuddannet","Læsø","2011",33.78
"Procent","Uuddannet","Læsø","2012",34.32
"Procent","Uuddannet","Læsø","2013",33.28
"Procent","Uuddannet","Læsø","2014",33.59
"Procent","Uuddannet","Læsø","2015",32.96
"Procent","Uuddannet","Læsø","2016",32.85
"Procent","Uuddannet","Læsø","2017",31.78
"Procent","Uuddannet","Mariagerfjord","2008",28.33
"Procent","Uuddannet","Mariagerfjord","2009",27.66
"Procent","Uuddannet","Mariagerfjord","2010",26.90
"Procent","Uuddannet","Mariagerfjord","2011",26.49
"Procent","Uuddannet","Mariagerfjord","2012",26.08
"Procent","Uuddannet","Mariagerfjord","2013",25.43
"Procent","Uuddannet","Mariagerfjord","2014",25.04
"Procent","Uuddannet","Mariagerfjord","2015",24.60
"Procent","Uuddannet","Mariagerfjord","2016",24.02
"Procent","Uuddannet","Mariagerfjord","2017",23.27
"Procent","Uuddannet","Middelfart","2008",24.59
"Procent","Uuddannet","Middelfart","2009",24.20
"Procent","Uuddannet","Middelfart","2010",23.56
"Procent","Uuddannet","Middelfart","2011",22.92
"Procent","Uuddannet","Middelfart","2012",22.46
"Procent","Uuddannet","Middelfart","2013",22.12
"Procent","Uuddannet","Middelfart","2014",21.66
"Procent","Uuddannet","Middelfart","2015",21.09
"Procent","Uuddannet","Middelfart","2016",20.19
"Procent","Uuddannet","Middelfart","2017",19.64
"Procent","Uuddannet","Morsø","2008",33.71
"Procent","Uuddannet","Morsø","2009",33.25
"Procent","Uuddannet","Morsø","2010",32.79
"Procent","Uuddannet","Morsø","2011",32.27
"Procent","Uuddannet","Morsø","2012",31.58
"Procent","Uuddannet","Morsø","2013",31.37
"Procent","Uuddannet","Morsø","2014",30.66
"Procent","Uuddannet","Morsø","2015",30.04
"Procent","Uuddannet","Morsø","2016",29.56
"Procent","Uuddannet","Morsø","2017",29.25
"Procent","Uuddannet","Norddjurs","2008",30.10
"Procent","Uuddannet","Norddjurs","2009",29.42
"Procent","Uuddannet","Norddjurs","2010",28.91
"Procent","Uuddannet","Norddjurs","2011",28.26
"Procent","Uuddannet","Norddjurs","2012",27.67
"Procent","Uuddannet","Norddjurs","2013",27.30
"Procent","Uuddannet","Norddjurs","2014",26.91
"Procent","Uuddannet","Norddjurs","2015",26.14
"Procent","Uuddannet","Norddjurs","2016",25.62
"Procent","Uuddannet","Norddjurs","2017",25.24
"Procent","Uuddannet","Nordfyns","2008",28.90
"Procent","Uuddannet","Nordfyns","2009",28.18
"Procent","Uuddannet","Nordfyns","2010",27.51
"Procent","Uuddannet","Nordfyns","2011",26.77
"Procent","Uuddannet","Nordfyns","2012",26.40
"Procent","Uuddannet","Nordfyns","2013",25.91
"Procent","Uuddannet","Nordfyns","2014",25.31
"Procent","Uuddannet","Nordfyns","2015",24.60
"Procent","Uuddannet","Nordfyns","2016",23.92
"Procent","Uuddannet","Nordfyns","2017",23.25
"Procent","Uuddannet","Nyborg","2008",27.77
"Procent","Uuddannet","Nyborg","2009",26.89
"Procent","Uuddannet","Nyborg","2010",26.56
"Procent","Uuddannet","Nyborg","2011",26.02
"Procent","Uuddannet","Nyborg","2012",25.73
"Procent","Uuddannet","Nyborg","2013",25.22
"Procent","Uuddannet","Nyborg","2014",24.79
"Procent","Uuddannet","Nyborg","2015",24.27
"Procent","Uuddannet","Nyborg","2016",23.77
"Procent","Uuddannet","Nyborg","2017",23.44
"Procent","Uuddannet","Næstved","2008",26.46
"Procent","Uuddannet","Næstved","2009",25.96
"Procent","Uuddannet","Næstved","2010",25.32
"Procent","Uuddannet","Næstved","2011",24.96
"Procent","Uuddannet","Næstved","2012",24.55
"Procent","Uuddannet","Næstved","2013",24.24
"Procent","Uuddannet","Næstved","2014",24.01
"Procent","Uuddannet","Næstved","2015",23.57
"Procent","Uuddannet","Næstved","2016",23.23
"Procent","Uuddannet","Næstved","2017",22.64
"Procent","Uuddannet","Odder","2008",18.57
"Procent","Uuddannet","Odder","2009",18.41
"Procent","Uuddannet","Odder","2010",17.92
"Procent","Uuddannet","Odder","2011",17.53
"Procent","Uuddannet","Odder","2012",17.35
"Procent","Uuddannet","Odder","2013",16.94
"Procent","Uuddannet","Odder","2014",16.83
"Procent","Uuddannet","Odder","2015",16.82
"Procent","Uuddannet","Odder","2016",16.28
"Procent","Uuddannet","Odder","2017",16.22
"Procent","Uuddannet","Odense","2008",24.96
"Procent","Uuddannet","Odense","2009",24.41
"Procent","Uuddannet","Odense","2010",23.94
"Procent","Uuddannet","Odense","2011",23.41
"Procent","Uuddannet","Odense","2012",22.89
"Procent","Uuddannet","Odense","2013",22.37
"Procent","Uuddannet","Odense","2014",21.91
"Procent","Uuddannet","Odense","2015",21.09
"Procent","Uuddannet","Odense","2016",20.22
"Procent","Uuddannet","Odense","2017",19.54
"Procent","Uuddannet","Odsherred","2008",30.98
"Procent","Uuddannet","Odsherred","2009",30.30
"Procent","Uuddannet","Odsherred","2010",29.96
"Procent","Uuddannet","Odsherred","2011",29.70
"Procent","Uuddannet","Odsherred","2012",29.74
"Procent","Uuddannet","Odsherred","2013",29.53
"Procent","Uuddannet","Odsherred","2014",29.32
"Procent","Uuddannet","Odsherred","2015",28.74
"Procent","Uuddannet","Odsherred","2016",28.35
"Procent","Uuddannet","Odsherred","2017",28.14
"Procent","Uuddannet","Randers","2008",26.68
"Procent","Uuddannet","Randers","2009",25.93
"Procent","Uuddannet","Randers","2010",25.17
"Procent","Uuddannet","Randers","2011",24.57
"Procent","Uuddannet","Randers","2012",24.21
"Procent","Uuddannet","Randers","2013",23.63
"Procent","Uuddannet","Randers","2014",23.14
"Procent","Uuddannet","Randers","2015",22.39
"Procent","Uuddannet","Randers","2016",21.69
"Procent","Uuddannet","Randers","2017",21.25
"Procent","Uuddannet","Rebild","2008",23.63
"Procent","Uuddannet","Rebild","2009",22.84
"Procent","Uuddannet","Rebild","2010",22.31
"Procent","Uuddannet","Rebild","2011",21.68
"Procent","Uuddannet","Rebild","2012",21.30
"Procent","Uuddannet","Rebild","2013",20.93
"Procent","Uuddannet","Rebild","2014",20.11
"Procent","Uuddannet","Rebild","2015",19.14
"Procent","Uuddannet","Rebild","2016",18.40
"Procent","Uuddannet","Rebild","2017",18.04
"Procent","Uuddannet","Ringkøbing-Skjern","2008",27.66
"Procent","Uuddannet","Ringkøbing-Skjern","2009",27.26
"Procent","Uuddannet","Ringkøbing-Skjern","2010",26.46
"Procent","Uuddannet","Ringkøbing-Skjern","2011",25.83
"Procent","Uuddannet","Ringkøbing-Skjern","2012",25.47
"Procent","Uuddannet","Ringkøbing-Skjern","2013",24.99
"Procent","Uuddannet","Ringkøbing-Skjern","2014",24.21
"Procent","Uuddannet","Ringkøbing-Skjern","2015",23.65
"Procent","Uuddannet","Ringkøbing-Skjern","2016",22.84
"Procent","Uuddannet","Ringkøbing-Skjern","2017",22.39
"Procent","Uuddannet","Ringsted","2008",26.01
"Procent","Uuddannet","Ringsted","2009",25.60
"Procent","Uuddannet","Ringsted","2010",25.28
"Procent","Uuddannet","Ringsted","2011",24.96
"Procent","Uuddannet","Ringsted","2012",24.65
"Procent","Uuddannet","Ringsted","2013",24.14
"Procent","Uuddannet","Ringsted","2014",23.80
"Procent","Uuddannet","Ringsted","2015",23.29
"Procent","Uuddannet","Ringsted","2016",22.39
"Procent","Uuddannet","Ringsted","2017",21.75
"Procent","Uuddannet","Roskilde","2008",18.25
"Procent","Uuddannet","Roskilde","2009",17.92
"Procent","Uuddannet","Roskilde","2010",17.65
"Procent","Uuddannet","Roskilde","2011",17.37
"Procent","Uuddannet","Roskilde","2012",17.11
"Procent","Uuddannet","Roskilde","2013",16.73
"Procent","Uuddannet","Roskilde","2014",16.36
"Procent","Uuddannet","Roskilde","2015",15.90
"Procent","Uuddannet","Roskilde","2016",15.24
"Procent","Uuddannet","Roskilde","2017",14.67
"Procent","Uuddannet","Rudersdal","2008",12.50
"Procent","Uuddannet","Rudersdal","2009",12.35
"Procent","Uuddannet","Rudersdal","2010",12.23
"Procent","Uuddannet","Rudersdal","2011",11.98
"Procent","Uuddannet","Rudersdal","2012",11.71
"Procent","Uuddannet","Rudersdal","2013",11.45
"Procent","Uuddannet","Rudersdal","2014",11.18
"Procent","Uuddannet","Rudersdal","2015",10.56
"Procent","Uuddannet","Rudersdal","2016",10.02
"Procent","Uuddannet","Rudersdal","2017",9.75
"Procent","Uuddannet","Rødovre","2008",24.99
"Procent","Uuddannet","Rødovre","2009",24.78
"Procent","Uuddannet","Rødovre","2010",24.45
"Procent","Uuddannet","Rødovre","2011",24.27
"Procent","Uuddannet","Rødovre","2012",23.88
"Procent","Uuddannet","Rødovre","2013",23.59
"Procent","Uuddannet","Rødovre","2014",23.26
"Procent","Uuddannet","Rødovre","2015",22.77
"Procent","Uuddannet","Rødovre","2016",21.90
"Procent","Uuddannet","Rødovre","2017",21.24
"Procent","Uuddannet","Samsø","2008",27.24
"Procent","Uuddannet","Samsø","2009",26.10
"Procent","Uuddannet","Samsø","2010",26.04
"Procent","Uuddannet","Samsø","2011",25.77
"Procent","Uuddannet","Samsø","2012",24.50
"Procent","Uuddannet","Samsø","2013",24.40
"Procent","Uuddannet","Samsø","2014",23.40
"Procent","Uuddannet","Samsø","2015",22.65
"Procent","Uuddannet","Samsø","2016",22.13
"Procent","Uuddannet","Samsø","2017",22.12
"Procent","Uuddannet","Silkeborg","2008",21.40
"Procent","Uuddannet","Silkeborg","2009",20.72
"Procent","Uuddannet","Silkeborg","2010",20.09
"Procent","Uuddannet","Silkeborg","2011",19.70
"Procent","Uuddannet","Silkeborg","2012",19.39
"Procent","Uuddannet","Silkeborg","2013",18.98
"Procent","Uuddannet","Silkeborg","2014",18.49
"Procent","Uuddannet","Silkeborg","2015",17.84
"Procent","Uuddannet","Silkeborg","2016",17.37
"Procent","Uuddannet","Silkeborg","2017",16.93
"Procent","Uuddannet","Skanderborg","2008",18.58
"Procent","Uuddannet","Skanderborg","2009",18.09
"Procent","Uuddannet","Skanderborg","2010",17.53
"Procent","Uuddannet","Skanderborg","2011",17.15
"Procent","Uuddannet","Skanderborg","2012",16.50
"Procent","Uuddannet","Skanderborg","2013",15.97
"Procent","Uuddannet","Skanderborg","2014",15.38
"Procent","Uuddannet","Skanderborg","2015",14.97
"Procent","Uuddannet","Skanderborg","2016",14.49
"Procent","Uuddannet","Skanderborg","2017",14.11
"Procent","Uuddannet","Skive","2008",28.07
"Procent","Uuddannet","Skive","2009",27.29
"Procent","Uuddannet","Skive","2010",26.73
"Procent","Uuddannet","Skive","2011",26.10
"Procent","Uuddannet","Skive","2012",25.95
"Procent","Uuddannet","Skive","2013",25.49
"Procent","Uuddannet","Skive","2014",25.03
"Procent","Uuddannet","Skive","2015",24.42
"Procent","Uuddannet","Skive","2016",23.81
"Procent","Uuddannet","Skive","2017",23.45
"Procent","Uuddannet","Slagelse","2008",29.27
"Procent","Uuddannet","Slagelse","2009",28.90
"Procent","Uuddannet","Slagelse","2010",28.43
"Procent","Uuddannet","Slagelse","2011",27.94
"Procent","Uuddannet","Slagelse","2012",27.57
"Procent","Uuddannet","Slagelse","2013",27.16
"Procent","Uuddannet","Slagelse","2014",26.99
"Procent","Uuddannet","Slagelse","2015",26.58
"Procent","Uuddannet","Slagelse","2016",25.99
"Procent","Uuddannet","Slagelse","2017",25.25
"Procent","Uuddannet","Solrød","2008",18.63
"Procent","Uuddannet","Solrød","2009",18.46
"Procent","Uuddannet","Solrød","2010",17.80
"Procent","Uuddannet","Solrød","2011",17.11
"Procent","Uuddannet","Solrød","2012",16.84
"Procent","Uuddannet","Solrød","2013",16.34
"Procent","Uuddannet","Solrød","2014",15.88
"Procent","Uuddannet","Solrød","2015",15.52
"Procent","Uuddannet","Solrød","2016",14.74
"Procent","Uuddannet","Solrød","2017",14.19
"Procent","Uuddannet","Sorø","2008",25.53
"Procent","Uuddannet","Sorø","2009",25.22
"Procent","Uuddannet","Sorø","2010",24.70
"Procent","Uuddannet","Sorø","2011",24.33
"Procent","Uuddannet","Sorø","2012",23.89
"Procent","Uuddannet","Sorø","2013",23.58
"Procent","Uuddannet","Sorø","2014",23.12
"Procent","Uuddannet","Sorø","2015",22.73
"Procent","Uuddannet","Sorø","2016",22.31
"Procent","Uuddannet","Sorø","2017",21.71
"Procent","Uuddannet","Stevns","2008",27.05
"Procent","Uuddannet","Stevns","2009",26.63
"Procent","Uuddannet","Stevns","2010",26.15
"Procent","Uuddannet","Stevns","2011",25.92
"Procent","Uuddannet","Stevns","2012",25.53
"Procent","Uuddannet","Stevns","2013",25.42
"Procent","Uuddannet","Stevns","2014",25.03
"Procent","Uuddannet","Stevns","2015",24.42
"Procent","Uuddannet","Stevns","2016",23.69
"Procent","Uuddannet","Stevns","2017",23.11
"Procent","Uuddannet","Struer","2008",29.83
"Procent","Uuddannet","Struer","2009",29.70
"Procent","Uuddannet","Struer","2010",29.29
"Procent","Uuddannet","Struer","2011",29.15
"Procent","Uuddannet","Struer","2012",28.43
"Procent","Uuddannet","Struer","2013",27.65
"Procent","Uuddannet","Struer","2014",26.89
"Procent","Uuddannet","Struer","2015",25.96
"Procent","Uuddannet","Struer","2016",25.41
"Procent","Uuddannet","Struer","2017",24.53
"Procent","Uuddannet","Svendborg","2008",22.37
"Procent","Uuddannet","Svendborg","2009",21.88
"Procent","Uuddannet","Svendborg","2010",21.26
"Procent","Uuddannet","Svendborg","2011",20.96
"Procent","Uuddannet","Svendborg","2012",20.57
"Procent","Uuddannet","Svendborg","2013",20.49
"Procent","Uuddannet","Svendborg","2014",20.17
"Procent","Uuddannet","Svendborg","2015",19.77
"Procent","Uuddannet","Svendborg","2016",19.51
"Procent","Uuddannet","Svendborg","2017",19.07
"Procent","Uuddannet","Syddjurs","2008",23.30
"Procent","Uuddannet","Syddjurs","2009",22.47
"Procent","Uuddannet","Syddjurs","2010",21.74
"Procent","Uuddannet","Syddjurs","2011",21.09
"Procent","Uuddannet","Syddjurs","2012",20.77
"Procent","Uuddannet","Syddjurs","2013",20.70
"Procent","Uuddannet","Syddjurs","2014",20.02
"Procent","Uuddannet","Syddjurs","2015",19.69
"Procent","Uuddannet","Syddjurs","2016",19.30
"Procent","Uuddannet","Syddjurs","2017",18.71
"Procent","Uuddannet","Sønderborg","2008",24.58
"Procent","Uuddannet","Sønderborg","2009",23.96
"Procent","Uuddannet","Sønderborg","2010",23.36
"Procent","Uuddannet","Sønderborg","2011",23.12
"Procent","Uuddannet","Sønderborg","2012",22.77
"Procent","Uuddannet","Sønderborg","2013",22.39
"Procent","Uuddannet","Sønderborg","2014",22.00
"Procent","Uuddannet","Sønderborg","2015",21.42
"Procent","Uuddannet","Sønderborg","2016",21.10
"Procent","Uuddannet","Sønderborg","2017",20.61
"Procent","Uuddannet","Thisted","2008",30.34
"Procent","Uuddannet","Thisted","2009",29.78
"Procent","Uuddannet","Thisted","2010",28.93
"Procent","Uuddannet","Thisted","2011",28.23
"Procent","Uuddannet","Thisted","2012",27.86
"Procent","Uuddannet","Thisted","2013",27.35
"Procent","Uuddannet","Thisted","2014",26.78
"Procent","Uuddannet","Thisted","2015",26.18
"Procent","Uuddannet","Thisted","2016",25.56
"Procent","Uuddannet","Thisted","2017",25.07
"Procent","Uuddannet","Tårnby","2008",26.03
"Procent","Uuddannet","Tårnby","2009",25.36
"Procent","Uuddannet","Tårnby","2010",24.81
"Procent","Uuddannet","Tårnby","2011",24.26
"Procent","Uuddannet","Tårnby","2012",23.72
"Procent","Uuddannet","Tårnby","2013",23.57
"Procent","Uuddannet","Tårnby","2014",23.12
"Procent","Uuddannet","Tårnby","2015",22.38
"Procent","Uuddannet","Tårnby","2016",21.10
"Procent","Uuddannet","Tårnby","2017",20.53
"Procent","Uuddannet","Tønder","2008",30.49
"Procent","Uuddannet","Tønder","2009",30.00
"Procent","Uuddannet","Tønder","2010",29.27
"Procent","Uuddannet","Tønder","2011",28.87
"Procent","Uuddannet","Tønder","2012",28.50
"Procent","Uuddannet","Tønder","2013",28.18
"Procent","Uuddannet","Tønder","2014",27.79
"Procent","Uuddannet","Tønder","2015",27.06
"Procent","Uuddannet","Tønder","2016",26.55
"Procent","Uuddannet","Tønder","2017",26.06
"Procent","Uuddannet","Vallensbæk","2008",18.71
"Procent","Uuddannet","Vallensbæk","2009",18.58
"Procent","Uuddannet","Vallensbæk","2010",19.30
"Procent","Uuddannet","Vallensbæk","2011",19.26
"Procent","Uuddannet","Vallensbæk","2012",18.89
"Procent","Uuddannet","Vallensbæk","2013",18.60
"Procent","Uuddannet","Vallensbæk","2014",18.22
"Procent","Uuddannet","Vallensbæk","2015",17.74
"Procent","Uuddannet","Vallensbæk","2016",17.42
"Procent","Uuddannet","Vallensbæk","2017",17.13
"Procent","Uuddannet","Varde","2008",27.69
"Procent","Uuddannet","Varde","2009",27.24
"Procent","Uuddannet","Varde","2010",26.67
"Procent","Uuddannet","Varde","2011",26.17
"Procent","Uuddannet","Varde","2012",25.71
"Procent","Uuddannet","Varde","2013",25.50
"Procent","Uuddannet","Varde","2014",24.88
"Procent","Uuddannet","Varde","2015",23.93
"Procent","Uuddannet","Varde","2016",23.24
"Procent","Uuddannet","Varde","2017",22.56
"Procent","Uuddannet","Vejen","2008",29.65
"Procent","Uuddannet","Vejen","2009",28.78
"Procent","Uuddannet","Vejen","2010",28.20
"Procent","Uuddannet","Vejen","2011",27.67
"Procent","Uuddannet","Vejen","2012",27.06
"Procent","Uuddannet","Vejen","2013",26.45
"Procent","Uuddannet","Vejen","2014",25.98
"Procent","Uuddannet","Vejen","2015",25.26
"Procent","Uuddannet","Vejen","2016",24.57
"Procent","Uuddannet","Vejen","2017",24.12
"Procent","Uuddannet","Vejle","2008",24.57
"Procent","Uuddannet","Vejle","2009",24.10
"Procent","Uuddannet","Vejle","2010",23.54
"Procent","Uuddannet","Vejle","2011",23.12
"Procent","Uuddannet","Vejle","2012",22.80
"Procent","Uuddannet","Vejle","2013",22.33
"Procent","Uuddannet","Vejle","2014",21.82
"Procent","Uuddannet","Vejle","2015",21.23
"Procent","Uuddannet","Vejle","2016",20.63
"Procent","Uuddannet","Vejle","2017",20.04
"Procent","Uuddannet","Vesthimmerlands","2008",31.30
"Procent","Uuddannet","Vesthimmerlands","2009",30.68
"Procent","Uuddannet","Vesthimmerlands","2010",29.57
"Procent","Uuddannet","Vesthimmerlands","2011",29.27
"Procent","Uuddannet","Vesthimmerlands","2012",28.85
"Procent","Uuddannet","Vesthimmerlands","2013",28.52
"Procent","Uuddannet","Vesthimmerlands","2014",28.03
"Procent","Uuddannet","Vesthimmerlands","2015",27.50
"Procent","Uuddannet","Vesthimmerlands","2016",26.68
"Procent","Uuddannet","Vesthimmerlands","2017",26.38
"Procent","Uuddannet","Viborg","2008",24.12
"Procent","Uuddannet","Viborg","2009",23.57
"Procent","Uuddannet","Viborg","2010",22.96
"Procent","Uuddannet","Viborg","2011",22.55
"Procent","Uuddannet","Viborg","2012",22.19
"Procent","Uuddannet","Viborg","2013",22.01
"Procent","Uuddannet","Viborg","2014",21.49
"Procent","Uuddannet","Viborg","2015",20.82
"Procent","Uuddannet","Viborg","2016",20.15
"Procent","Uuddannet","Viborg","2017",19.80
"Procent","Uuddannet","Vordingborg","2008",29.22
"Procent","Uuddannet","Vordingborg","2009",28.50
"Procent","Uuddannet","Vordingborg","2010",27.75
"Procent","Uuddannet","Vordingborg","2011",27.51
"Procent","Uuddannet","Vordingborg","2012",27.42
"Procent","Uuddannet","Vordingborg","2013",27.12
"Procent","Uuddannet","Vordingborg","2014",26.96
"Procent","Uuddannet","Vordingborg","2015",26.60
"Procent","Uuddannet","Vordingborg","2016",26.37
"Procent","Uuddannet","Vordingborg","2017",26.16
"Procent","Uuddannet","Ærø","2008",24.59
"Procent","Uuddannet","Ærø","2009",24.55
"Procent","Uuddannet","Ærø","2010",23.94
"Procent","Uuddannet","Ærø","2011",22.61
"Procent","Uuddannet","Ærø","2012",21.79
"Procent","Uuddannet","Ærø","2013",21.45
"Procent","Uuddannet","Ærø","2014",21.27
"Procent","Uuddannet","Ærø","2015",20.39
"Procent","Uuddannet","Ærø","2016",19.62
"Procent","Uuddannet","Ærø","2017",18.77
"antal","total","Aabenraa","2008",25056
"antal","total","Aabenraa","2009",24922
"antal","total","Aabenraa","2010",24573
"antal","total","Aabenraa","2011",24301
"antal","total","Aabenraa","2012",23996
"antal","total","Aabenraa","2013",23582
"antal","total","Aabenraa","2014",23269
"antal","total","Aabenraa","2015",23018
"antal","total","Aabenraa","2016",22852
"antal","total","Aabenraa","2017",22587
"antal","total","Aalborg","2008",77215
"antal","total","Aalborg","2009",76986
"antal","total","Aalborg","2010",76974
"antal","total","Aalborg","2011",76864
"antal","total","Aalborg","2012",76769
"antal","total","Aalborg","2013",76771
"antal","total","Aalborg","2014",76664
"antal","total","Aalborg","2015",76610
"antal","total","Aalborg","2016",76837
"antal","total","Aalborg","2017",76845
"antal","total","Aarhus","2008",116588
"antal","total","Aarhus","2009",116754
"antal","total","Aarhus","2010",117158
"antal","total","Aarhus","2011",117258
"antal","total","Aarhus","2012",117345
"antal","total","Aarhus","2013",117610
"antal","total","Aarhus","2014",117988
"antal","total","Aarhus","2015",118115
"antal","total","Aarhus","2016",118652
"antal","total","Aarhus","2017",119399
"antal","total","Albertslund","2008",11084
"antal","total","Albertslund","2009",11050
"antal","total","Albertslund","2010",10985
"antal","total","Albertslund","2011",10962
"antal","total","Albertslund","2012",10897
"antal","total","Albertslund","2013",10835
"antal","total","Albertslund","2014",10671
"antal","total","Albertslund","2015",10676
"antal","total","Albertslund","2016",10672
"antal","total","Albertslund","2017",10653
"antal","total","Allerød","2008",10227
"antal","total","Allerød","2009",10217
"antal","total","Allerød","2010",10191
"antal","total","Allerød","2011",10079
"antal","total","Allerød","2012",10006
"antal","total","Allerød","2013",9921
"antal","total","Allerød","2014",9922
"antal","total","Allerød","2015",9964
"antal","total","Allerød","2016",10043
"antal","total","Allerød","2017",10075
"antal","total","Assens","2008",17886
"antal","total","Assens","2009",17661
"antal","total","Assens","2010",17484
"antal","total","Assens","2011",17297
"antal","total","Assens","2012",17055
"antal","total","Assens","2013",16867
"antal","total","Assens","2014",16616
"antal","total","Assens","2015",16484
"antal","total","Assens","2016",16347
"antal","total","Assens","2017",16215
"antal","total","Ballerup","2008",19181
"antal","total","Ballerup","2009",19126
"antal","total","Ballerup","2010",19129
"antal","total","Ballerup","2011",19160
"antal","total","Ballerup","2012",19121
"antal","total","Ballerup","2013",19106
"antal","total","Ballerup","2014",19200
"antal","total","Ballerup","2015",19047
"antal","total","Ballerup","2016",19063
"antal","total","Ballerup","2017",19037
"antal","total","Billund","2008",10687
"antal","total","Billund","2009",10627
"antal","total","Billund","2010",10616
"antal","total","Billund","2011",10537
"antal","total","Billund","2012",10518
"antal","total","Billund","2013",10615
"antal","total","Billund","2014",10498
"antal","total","Billund","2015",10397
"antal","total","Billund","2016",10421
"antal","total","Billund","2017",10406
"antal","total","Bornholm","2008",17919
"antal","total","Bornholm","2009",17577
"antal","total","Bornholm","2010",17214
"antal","total","Bornholm","2011",16816
"antal","total","Bornholm","2012",16407
"antal","total","Bornholm","2013",15927
"antal","total","Bornholm","2014",15528
"antal","total","Bornholm","2015",15129
"antal","total","Bornholm","2016",14850
"antal","total","Bornholm","2017",14684
"antal","total","Brøndby","2008",14014
"antal","total","Brøndby","2009",13910
"antal","total","Brøndby","2010",13809
"antal","total","Brøndby","2011",13887
"antal","total","Brøndby","2012",13860
"antal","total","Brøndby","2013",13865
"antal","total","Brøndby","2014",13878
"antal","total","Brøndby","2015",14008
"antal","total","Brøndby","2016",14078
"antal","total","Brøndby","2017",14102
"antal","total","Brønderslev","2008",14779
"antal","total","Brønderslev","2009",14746
"antal","total","Brønderslev","2010",14679
"antal","total","Brønderslev","2011",14535
"antal","total","Brønderslev","2012",14509
"antal","total","Brønderslev","2013",14314
"antal","total","Brønderslev","2014",14225
"antal","total","Brønderslev","2015",14145
"antal","total","Brønderslev","2016",14095
"antal","total","Brønderslev","2017",14029
"antal","total","Christiansø","2008",44
"antal","total","Christiansø","2009",44
"antal","total","Christiansø","2010",44
"antal","total","Christiansø","2011",40
"antal","total","Christiansø","2012",40
"antal","total","Christiansø","2013",38
"antal","total","Christiansø","2014",38
"antal","total","Christiansø","2015",34
"antal","total","Christiansø","2016",34
"antal","total","Christiansø","2017",30
"antal","total","Dragør","2008",5609
"antal","total","Dragør","2009",5607
"antal","total","Dragør","2010",5598
"antal","total","Dragør","2011",5614
"antal","total","Dragør","2012",5507
"antal","total","Dragør","2013",5542
"antal","total","Dragør","2014",5518
"antal","total","Dragør","2015",5549
"antal","total","Dragør","2016",5539
"antal","total","Dragør","2017",5585
"antal","total","Egedal","2008",18277
"antal","total","Egedal","2009",18233
"antal","total","Egedal","2010",18197
"antal","total","Egedal","2011",18070
"antal","total","Egedal","2012",18017
"antal","total","Egedal","2013",18024
"antal","total","Egedal","2014",18006
"antal","total","Egedal","2015",18033
"antal","total","Egedal","2016",18102
"antal","total","Egedal","2017",18175
"antal","total","Esbjerg","2008",47612
"antal","total","Esbjerg","2009",47200
"antal","total","Esbjerg","2010",46982
"antal","total","Esbjerg","2011",46585
"antal","total","Esbjerg","2012",46213
"antal","total","Esbjerg","2013",45749
"antal","total","Esbjerg","2014",45290
"antal","total","Esbjerg","2015",44944
"antal","total","Esbjerg","2016",44683
"antal","total","Esbjerg","2017",44310
"antal","total","Faaborg-Midtfyn","2008",21605
"antal","total","Faaborg-Midtfyn","2009",21493
"antal","total","Faaborg-Midtfyn","2010",21275
"antal","total","Faaborg-Midtfyn","2011",21010
"antal","total","Faaborg-Midtfyn","2012",20749
"antal","total","Faaborg-Midtfyn","2013",20518
"antal","total","Faaborg-Midtfyn","2014",20215
"antal","total","Faaborg-Midtfyn","2015",20008
"antal","total","Faaborg-Midtfyn","2016",19887
"antal","total","Faaborg-Midtfyn","2017",19828
"antal","total","Fanø","2008",1328
"antal","total","Fanø","2009",1320
"antal","total","Fanø","2010",1299
"antal","total","Fanø","2011",1266
"antal","total","Fanø","2012",1245
"antal","total","Fanø","2013",1229
"antal","total","Fanø","2014",1206
"antal","total","Fanø","2015",1187
"antal","total","Fanø","2016",1162
"antal","total","Fanø","2017",1164
